ID,poi shape,poi type,coordinate,amenity_types
20759,Point,bicycle_parking," 19.0853829, 47.5010581 ",Transportation: Bicycle
20760,Point,bicycle_parking," 19.0848916, 47.5019199 ",Transportation: Bicycle
20761,Point,bicycle_parking," 19.0773159, 47.4859348 ",Transportation: Bicycle
20762,Point,bicycle_parking," 19.0719908, 47.4860512 ",Transportation: Bicycle
20763,Point,bicycle_parking," 19.0746063, 47.4864895 ",Transportation: Bicycle
20764,Point,charging_station," 19.0914786, 47.5204006 ",others
20765,Point,game_feeding," 18.9730722, 47.543397 ",others
20766,Point,bicycle_parking," 19.095808, 47.4763354 ",Transportation: Bicycle
20767,Point,bicycle_parking," 19.0940699, 47.4745878 ",Transportation: Bicycle
20768,Point,bicycle_parking," 19.0687193, 47.4748649 ",Transportation: Bicycle
20769,Point,bicycle_parking," 19.0693643, 47.4859489 ",Transportation: Bicycle
20770,Point,bicycle_parking," 19.0691533, 47.4859119 ",Transportation: Bicycle
20771,Point,bicycle_parking," 19.0657819, 47.4861426 ",Transportation: Bicycle
20772,Point,bicycle_parking," 19.0659252, 47.4858917 ",Transportation: Bicycle
20773,Point,drinking_water," 19.2797729, 47.4912254 ",others
20774,Point,bench," 18.9863585, 47.5307629 ",others
20775,Point,bench," 18.964434, 47.5441688 ",others
20776,Point,bench," 18.9637589, 47.5443585 ",others
20777,Point,bench," 18.9637076, 47.5443373 ",others
20778,Point,bench," 18.9638113, 47.5443866 ",others
20779,Point,bench," 18.9638259, 47.5444255 ",others
20780,Point,bench," 18.9638051, 47.5444624 ",others
20781,Point,bench," 18.9637239, 47.5445001 ",others
20782,Point,bench," 18.9636127, 47.5448395 ",others
20783,Point,bicycle_parking," 18.9634913, 47.5450479 ",Transportation: Bicycle
20784,Point,place_of_worship," 19.1296307, 47.5367957 ",Religion
20785,Point,restaurant," 19.0598253, 47.4896802 ",Sustenance
20786,Point,cafe," 19.0604548, 47.4899465 ",Sustenance
20787,Point,waste_basket," 19.0597544, 47.4897403 ",others
20788,Point,bench," 19.05974, 47.4897585 ",others
20789,Point,waste_basket," 19.0598696, 47.4897618 ",others
20790,Point,bench," 19.0598464, 47.4897689 ",others
20791,Point,bench," 19.0598161, 47.4897783 ",others
20792,Point,bench," 19.059836, 47.4897823 ",others
20793,Point,bicycle_parking," 19.0440351, 47.4926738 ",Transportation: Bicycle
20794,Point,bicycle_parking," 19.1151767, 47.4622787 ",Transportation: Bicycle
20795,Point,drinking_water," 19.0465101, 47.4896753 ",others
20796,Point,bicycle_parking," 18.9233256, 47.3791047 ",Transportation: Bicycle
20797,Point,bicycle_parking," 19.0276574, 47.5091234 ",Transportation: Bicycle
20798,Point,drinking_water," 19.347233, 47.601033 ",others
20799,Point,drinking_water," 19.041533, 47.472083 ",others
20800,Point,fountain," 19.0467844, 47.4771519 ",Arts
20801,Point,parking," 18.9061667, 47.5821486 ",Parking
20802,Point,drinking_water," 19.0333495, 47.6004602 ",others
20803,Point,post_box," 19.0578829, 47.5093376 ",others
20804,Point,telephone," 19.0577624, 47.5093786 ",others
20805,Point,telephone," 18.9736497, 47.5201626 ",others
20806,Point,dentist," 19.084207, 47.3554721 ",Healthcare
20807,Point,bar," 19.086884, 47.3552719 ",Sustenance
20808,Point,fast_food," 19.0912066, 47.3542438 ",Sustenance
20809,Point,restaurant," 19.0913791, 47.3542098 ",Sustenance
20810,Point,bicycle_parking," 19.0329245, 47.4932954 ",Transportation: Bicycle
20811,Point,bicycle_parking," 19.0353769, 47.4951027 ",Transportation: Bicycle
20812,Point,bicycle_parking," 19.0334081, 47.49702 ",Transportation: Bicycle
20813,Point,bicycle_parking," 19.0335725, 47.4969529 ",Transportation: Bicycle
20814,Point,bicycle_parking," 19.0323345, 47.4976431 ",Transportation: Bicycle
20815,Point,bicycle_parking," 19.0322245, 47.4928142 ",Transportation: Bicycle
20816,Point,bicycle_parking," 19.0311267, 47.4909919 ",Transportation: Bicycle
20817,Point,bicycle_parking," 19.0295402, 47.4956128 ",Transportation: Bicycle
20818,Point,bicycle_parking," 19.0294898, 47.495908 ",Transportation: Bicycle
20819,Point,bicycle_parking," 19.0259565, 47.4990902 ",Transportation: Bicycle
20820,Point,bicycle_parking," 19.0498545, 47.474975 ",Transportation: Bicycle
20821,Point,bicycle_parking," 19.1299586, 47.6308861 ",Transportation: Bicycle
20822,Point,bureau_de_change," 19.0419816, 47.4752957 ",Financial
20823,Point,cafe," 19.0468637, 47.4770342 ",Sustenance
20824,Point,bicycle_parking," 19.0657804, 47.5043921 ",Transportation: Bicycle
20825,Point,bicycle_parking," 19.0670249, 47.5054049 ",Transportation: Bicycle
20826,Point,bicycle_parking," 19.0704564, 47.4909565 ",Transportation: Bicycle
20827,Point,cafe," 19.0591907, 47.4903 ",Sustenance
20828,Point,pub," 19.0596061, 47.4892924 ",Sustenance
20829,Point,vending_machine," 19.0597025, 47.4892475 ",Vending Machine
20830,Point,recycling," 19.0597193, 47.4892504 ",Recycling
20831,Point,waste_basket," 19.0593973, 47.4896787 ",others
20832,Point,bench," 19.0594092, 47.4896915 ",others
20833,Point,bench," 19.0594029, 47.4897037 ",others
20834,Point,bench," 19.0593963, 47.4897163 ",others
20835,Point,bench," 18.9248342, 47.4250766 ",others
20836,Point,telephone," 18.9165305, 47.4311565 ",others
20837,Point,pub," 19.060874, 47.4980806 ",Sustenance
20838,Point,recycling," 18.8927329, 47.4597325 ",Recycling
20839,Point,atm," 18.8927883, 47.4597972 ",Financial
20840,Point,charging_station," 19.025727, 47.5087637 ",others
20841,Point,bank," 19.0268892, 47.5088226 ",Financial
20842,Point,atm," 19.0271345, 47.50876 ",Financial
20843,Point,charging_station," 19.0470726, 47.5139182 ",others
20844,Point,parking," 18.9341812, 47.5517645 ",Parking
20845,Point,drinking_water," 18.9372, 47.562833 ",others
20846,Point,charging_station," 19.0550779, 47.5605132 ",others
20847,Point,charging_station," 19.0471309, 47.5010331 ",others
20848,Point,charging_station," 19.0701782, 47.4988449 ",others
20849,Point,post_office," 19.023871, 47.4910107 ",others
20850,Point,vending_machine," 19.0245119, 47.4906384 ",Vending Machine
20851,Point,vending_machine," 19.0393986, 47.5146692 ",Vending Machine
20852,Point,vending_machine," 19.0394152, 47.5146861 ",Vending Machine
20853,Point,vending_machine," 19.0393979, 47.5146865 ",Vending Machine
20854,Point,bicycle_parking," 19.0547085, 47.4757969 ",Transportation: Bicycle
20855,Point,bicycle_parking," 19.0488999, 47.4784656 ",Transportation: Bicycle
20856,Point,vending_machine," 19.1490397, 47.4631589 ",Vending Machine
20857,Point,vending_machine," 19.1665549, 47.4391967 ",Vending Machine
20858,Point,bicycle_parking," 19.0860741, 47.5025813 ",Transportation: Bicycle
20859,Point,cafe," 19.0537708, 47.4779599 ",Sustenance
20860,Point,cafe," 19.0583163, 47.4898418 ",Sustenance
20861,Point,pub," 19.0584187, 47.4899251 ",Sustenance
20862,Point,bench," 19.0582402, 47.4898821 ",others
20863,Point,bench," 19.0582538, 47.4898911 ",others
20864,Point,post_box," 19.0583245, 47.4899035 ",others
20865,Point,bench," 19.0582788, 47.4899078 ",others
20866,Point,bench," 19.0582929, 47.4899171 ",others
20867,Point,vending_machine," 19.0581771, 47.4899493 ",Vending Machine
20868,Point,recycling," 19.0584826, 47.4901958 ",Recycling
20869,Point,fast_food," 19.0557697, 47.4982207 ",Sustenance
20870,Point,pub," 19.2566311, 47.4790507 ",Sustenance
20871,Point,pub," 19.2517185, 47.4798232 ",Sustenance
20872,Point,telephone," 19.2525442, 47.4801301 ",others
20873,Point,telephone," 19.2525306, 47.4801342 ",others
20874,Point,telephone," 19.2525159, 47.4801387 ",others
20875,Point,telephone," 19.252503, 47.4801426 ",others
20876,Point,telephone," 19.2016666, 47.4138008 ",others
20877,Point,fountain," 19.2543382, 47.4793435 ",Arts
20878,Point,pub," 19.201413, 47.4133293 ",Sustenance
20879,Point,parking_entrance," 19.1315045, 47.4239398 ",others
20880,Point,parking_entrance," 19.1302853, 47.4249834 ",others
20881,Point,parking," 19.1310106, 47.4243053 ",Parking
20882,Point,parking," 19.1305234, 47.424665 ",Parking
20883,Point,parking," 19.1332864, 47.4230047 ",Parking
20884,Point,bank," 19.0489698, 47.5857654 ",Financial
20885,Point,bicycle_parking," 19.0309244, 47.4991546 ",Transportation: Bicycle
20886,Point,bicycle_parking," 18.9637153, 47.5453557 ",Transportation: Bicycle
20887,Point,compressed_air," 19.0326398, 47.4727164 ",others
20888,Point,waste_basket," 19.0581528, 47.4887055 ",others
20889,Point,vending_machine," 19.0579688, 47.4889135 ",Vending Machine
20890,Point,pub," 19.1331002, 47.4906494 ",Sustenance
20891,Point,toilets," 19.1282165, 47.4933906 ",others
20892,Point,fast_food," 19.1348094, 47.4884501 ",Sustenance
20893,Point,toilets," 19.1256791, 47.4939561 ",others
20894,Point,kindergarten," 19.1324812, 47.5340755 ",School
20895,Point,ice_cream," 19.133196, 47.5355052 ",others
20896,Point,pharmacy," 19.1338693, 47.5358167 ",Healthcare
20897,Point,pub," 19.1342877, 47.5360811 ",Sustenance
20898,Point,fast_food," 19.1340731, 47.5361608 ",Sustenance
20899,Point,doctors," 19.1360016, 47.5391829 ",Healthcare
20900,Point,doctors," 19.1343038, 47.5362332 ",Healthcare
20901,Point,doctors," 19.1368519, 47.5393314 ",Healthcare
20902,Point,doctors," 19.1365354, 47.5395089 ",Healthcare
20903,Point,dentist," 19.1366588, 47.5395958 ",Healthcare
20904,Point,waste_basket," 19.0579914, 47.4874418 ",others
20905,Point,vending_machine," 19.0576177, 47.487805 ",Vending Machine
20906,Point,waste_basket," 19.057723, 47.4879085 ",others
20907,Point,waste_basket," 19.0580674, 47.4880577 ",others
20908,Point,bicycle_parking," 19.1086409, 47.5170056 ",Transportation: Bicycle
20909,Point,bicycle_parking," 19.1218428, 47.530761 ",Transportation: Bicycle
20910,Point,stripclub," 19.0627062, 47.4896961 ",others
20911,Point,ice_cream," 19.0633392, 47.4893554 ",others
20912,Point,library," 19.0997743, 47.4780038 ",Education
20913,Point,driving_school," 18.9171633, 47.3764413 ",School
20914,Point,bicycle_parking," 18.918063, 47.3756409 ",Transportation: Bicycle
20915,Point,bicycle_parking," 18.9170466, 47.3766233 ",Transportation: Bicycle
20916,Point,pub," 18.9137516, 47.380708 ",Sustenance
20917,Point,atm," 19.0939896, 47.5171374 ",Financial
20918,Point,hunting_stand," 18.9780828, 47.5376229 ",others
20919,Point,game_feeding," 18.9783001, 47.5379552 ",others
20920,Point,waste_basket," 18.9828652, 47.5363043 ",others
20921,Point,bench," 18.9827613, 47.5363333 ",others
20922,Point,vending_machine," 18.9296232, 47.5913766 ",Vending Machine
20923,Point,animal_shelter," 19.3103004, 47.4846953 ",others
20924,Point,vending_machine," 19.0767287, 47.4760949 ",Vending Machine
20925,Point,atm," 19.0528401, 47.4670762 ",Financial
20926,Point,parking," 18.9334412, 47.4666725 ",Parking
20927,Point,hunting_stand," 18.9337743, 47.4783903 ",others
20928,Point,fast_food," 19.0619106, 47.4851439 ",Sustenance
20929,Point,restaurant," 19.0708513, 47.5106976 ",Sustenance
20930,Point,restaurant," 19.0709597, 47.5112234 ",Sustenance
20931,Point,bench," 18.9234158, 47.4669913 ",others
20932,Point,bicycle_parking," 19.1125978, 47.5196041 ",Transportation: Bicycle
20933,Point,bar," 19.0597638, 47.5051566 ",Sustenance
20934,Point,waste_basket," 19.0479861, 47.4812096 ",others
20935,Point,restaurant," 19.0566796, 47.508192 ",Sustenance
20936,Point,place_of_worship," 19.184994, 47.625621 ",Religion
20937,Point,restaurant," 19.190342, 47.609511 ",Sustenance
20938,Point,pharmacy," 19.19699, 47.60684 ",Healthcare
20939,Point,pub," 19.19785, 47.606617 ",Sustenance
20940,Point,drinking_water," 19.19973, 47.611409 ",others
20941,Point,drinking_water," 19.194756, 47.609009 ",others
20942,Point,drinking_water," 19.201924, 47.610551 ",others
20943,Point,drinking_water," 19.18085, 47.62155 ",others
20944,Point,drinking_water," 19.1785, 47.632583 ",others
20945,Point,drinking_water," 18.977332, 47.440552 ",others
20946,Point,bicycle_parking," 19.0379307, 47.5125797 ",Transportation: Bicycle
20947,Point,bicycle_parking," 19.0378476, 47.5124656 ",Transportation: Bicycle
20948,Point,bar," 19.0572945, 47.4881688 ",Sustenance
20949,Point,restaurant," 19.0567816, 47.4884599 ",Sustenance
20950,Point,restaurant," 19.0574979, 47.4879491 ",Sustenance
20951,Point,fast_food," 19.0567795, 47.4879643 ",Sustenance
20952,Point,bureau_de_change," 19.0574435, 47.488004 ",Financial
20953,Point,telephone," 19.05737, 47.4877404 ",others
20954,Point,waste_basket," 19.0571865, 47.4881062 ",others
20955,Point,waste_basket," 19.0572292, 47.4882437 ",others
20956,Point,post_box," 19.0232135, 47.5063322 ",others
20957,Point,post_box," 19.0189782, 47.5049798 ",others
20958,Point,post_box," 19.023771, 47.5252495 ",others
20959,Point,cafe," 19.0567911, 47.488702 ",Sustenance
20960,Point,bureau_de_change," 19.0566058, 47.4886928 ",Financial
20961,Point,restaurant," 19.0566976, 47.4885927 ",Sustenance
20962,Point,restaurant," 19.0567177, 47.4888166 ",Sustenance
20963,Point,restaurant," 19.0569915, 47.4884929 ",Sustenance
20964,Point,post_box," 19.0574346, 47.487824 ",others
20965,Point,waste_basket," 19.0574257, 47.4878422 ",others
20966,Point,waste_basket," 19.0567503, 47.4885589 ",others
20967,Point,waste_basket," 19.0567851, 47.4887471 ",others
20968,Point,restaurant," 19.1430332, 47.5100959 ",Sustenance
20969,Point,restaurant," 19.1431781, 47.5100053 ",Sustenance
20970,Point,restaurant," 19.0562233, 47.4890991 ",Sustenance
20971,Point,pub," 19.0562671, 47.4890521 ",Sustenance
20972,Point,vending_machine," 19.0251993, 47.5050052 ",Vending Machine
20973,Point,vending_machine," 19.0264917, 47.505384 ",Vending Machine
20974,Point,vending_machine," 19.0286279, 47.5059851 ",Vending Machine
20975,Point,vending_machine," 19.0290999, 47.5060891 ",Vending Machine
20976,Point,social_facility," 19.1065899, 47.5202167 ",Healthcare
20977,Point,ice_cream," 19.1155994, 47.5332896 ",others
20978,Point,pharmacy," 19.1426176, 47.5104953 ",Healthcare
20979,Point,bank," 19.0712143, 47.5109092 ",Financial
20980,Point,restaurant," 19.1053094, 47.5181179 ",Sustenance
20981,Point,telephone," 19.1069656, 47.5163437 ",others
20982,Point,telephone," 19.106005, 47.5177988 ",others
20983,Point,bicycle_parking," 19.1097663, 47.5199695 ",Transportation: Bicycle
20984,Point,kindergarten," 19.1155484, 47.5328677 ",School
20985,Point,place_of_worship," 19.113231, 47.5307561 ",Religion
20986,Point,biergarten," 19.1070244, 47.5184723 ",Sustenance
20987,Point,dentist," 19.1078451, 47.5193599 ",Healthcare
20988,Point,driving_school," 19.1088402, 47.5197113 ",School
20989,Point,townhall," 19.1085961, 47.5191353 ",Government
20990,Point,dentist," 19.1101009, 47.5193708 ",Healthcare
20991,Point,cafe," 19.1083923, 47.5179869 ",Sustenance
20992,Point,veterinary," 19.1074267, 47.5178166 ",Healthcare
20993,Point,post_box," 18.8840551, 47.3947023 ",others
20994,Point,school," 19.0706875, 47.5088845 ",School
20995,Point,cafe," 19.0707404, 47.5092124 ",Sustenance
20996,Point,restaurant," 19.0706553, 47.5090222 ",Sustenance
20997,Point,vending_machine," 19.0284028, 47.5020447 ",Vending Machine
20998,Point,bicycle_parking," 19.1019481, 47.5223469 ",Transportation: Bicycle
20999,Point,bicycle_parking," 19.0369892, 47.5075908 ",Transportation: Bicycle
21000,Point,restaurant," 19.0801818, 47.5144894 ",Sustenance
21001,Point,atm," 19.0917223, 47.4784074 ",Financial
21002,Point,atm," 19.1033467, 47.482648 ",Financial
21003,Point,kindergarten," 19.0398082, 47.4617501 ",School
21004,Point,cafe," 19.0556895, 47.4896064 ",Sustenance
21005,Point,restaurant," 19.0559417, 47.4893471 ",Sustenance
21006,Point,pub," 19.0556269, 47.4896689 ",Sustenance
21007,Point,waste_basket," 19.0561357, 47.4893338 ",others
21008,Point,bench," 19.0560063, 47.4894516 ",others
21009,Point,bench," 19.0559431, 47.4895144 ",others
21010,Point,bench," 19.0558896, 47.4895714 ",others
21011,Point,waste_basket," 19.0555398, 47.4897459 ",others
21012,Point,recycling," 19.2536594, 47.4771189 ",Recycling
21013,Point,bicycle_parking," 19.061234, 47.4751022 ",Transportation: Bicycle
21014,Point,bicycle_parking," 19.0570311, 47.4777908 ",Transportation: Bicycle
21015,Point,bicycle_parking," 19.0579089, 47.4796031 ",Transportation: Bicycle
21016,Point,recycling," 19.0946432, 47.5555177 ",Recycling
21017,Point,recycling," 19.1017711, 47.5557096 ",Recycling
21018,Point,post_box," 19.1067676, 47.5541688 ",others
21019,Point,fast_food," 19.0992166, 47.5601994 ",Sustenance
21020,Point,pharmacy," 19.0894594, 47.5603136 ",Healthcare
21021,Point,veterinary," 19.1012315, 47.5616958 ",Healthcare
21022,Point,recycling," 19.106853, 47.5609263 ",Recycling
21023,Point,hunting_stand," 18.9819819, 47.5457204 ",others
21024,Point,game_feeding," 18.9815148, 47.5455669 ",others
21025,Point,fast_food," 19.0490587, 47.4743348 ",Sustenance
21026,Point,fast_food," 19.0490597, 47.474266 ",Sustenance
21027,Point,cafe," 19.049121, 47.4757117 ",Sustenance
21028,Point,cafe," 19.0490352, 47.4751116 ",Sustenance
21029,Point,ice_cream," 19.0551277, 47.4901541 ",others
21030,Point,fast_food," 19.0549857, 47.4903052 ",Sustenance
21031,Point,bench," 19.055489, 47.4898584 ",others
21032,Point,bench," 19.055099, 47.4903759 ",others
21033,Point,waste_basket," 19.0548438, 47.4904684 ",others
21034,Point,waste_basket," 19.0550274, 47.4905022 ",others
21035,Point,dentist," 19.1063003, 47.5279942 ",Healthcare
21036,Point,fast_food," 19.1025317, 47.5236709 ",Sustenance
21037,Point,fast_food," 19.0627094, 47.5051792 ",Sustenance
21038,Point,bench," 18.88231, 47.4007119 ",others
21039,Point,bench," 18.8823644, 47.4007865 ",others
21040,Point,bench," 18.8822814, 47.4007923 ",others
21041,Point,social_facility," 19.0481963, 47.5127173 ",Healthcare
21042,Point,game_feeding," 18.9640049, 47.5309048 ",others
21043,Point,pharmacy," 19.0622775, 47.5965493 ",Healthcare
21044,Point,vending_machine," 19.0271538, 47.4914731 ",Vending Machine
21045,Point,bicycle_parking," 19.0644097, 47.4900863 ",Transportation: Bicycle
21046,Point,bicycle_parking," 19.0643938, 47.490132 ",Transportation: Bicycle
21047,Point,drinking_water," 19.0993465, 47.557585 ",others
